file,source,category,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2
zombies/left/fast_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_05,672,574,797,699
zombies/left/fast_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_06,855,576,939,699
zombies/left/fast_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_07,988,601,1083,699
zombies/left/fast_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_08,1115,641,1240,699
zombies/left/fast_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_09,1293,658,1414,700
zombies/left/armored_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_01,48,777,143,940
zombies/left/armored_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_02,195,777,295,940
zombies/left/armored_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_03,342,780,436,940
zombies/left/armored_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_04,480,775,621,940
zombies/left/armored_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_05,628,774,772,941
zombies/left/armored_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_06,820,780,903,941
zombies/left/armored_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_07,969,801,1062,941
zombies/left/armored_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_08,1105,842,1214,941
zombies/left/armored_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,armored_zombie_frame_09,1269,883,1410,947
ground_tiles/tile_r01_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c01,23,24,158,157
ground_tiles/tile_r01_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c02,176,24,310,157
ground_tiles/tile_r01_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c03,328,23,462,157
ground_tiles/tile_r01_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c04,480,24,614,157
ground_tiles/tile_r01_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c05,632,23,766,157
ground_tiles/tile_r01_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c06,785,24,919,157
ground_tiles/tile_r01_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c07,937,24,1071,157
ground_tiles/tile_r01_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c08,1090,24,1223,157
ground_tiles/tile_r01_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r01_c09,1243,24,1377,157
ground_tiles/tile_r02_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c01,23,175,157,309
ground_tiles/tile_r02_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c02,176,175,310,309
ground_tiles/tile_r02_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c03,328,175,462,309
ground_tiles/tile_r02_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c04,480,175,614,309
ground_tiles/tile_r02_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c05,632,175,766,309
ground_tiles/tile_r02_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c06,785,175,918,309
ground_tiles/tile_r02_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c07,937,175,1071,309
ground_tiles/tile_r02_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c08,1090,175,1223,309
ground_tiles/tile_r02_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r02_c09,1243,175,1377,309
ground_tiles/tile_r03_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c01,23,327,157,461
ground_tiles/tile_r03_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c02,176,327,310,461
ground_tiles/tile_r03_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c03,328,327,462,461
ground_tiles/tile_r03_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c04,480,327,614,461
ground_tiles/tile_r03_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c05,632,327,766,461
ground_tiles/tile_r03_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c06,785,327,919,461
ground_tiles/tile_r03_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c07,937,327,1071,461
ground_tiles/tile_r03_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c08,1090,327,1223,461
ground_tiles/tile_r03_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r03_c09,1243,327,1377,461
ground_tiles/tile_r04_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c01,23,480,157,614
ground_tiles/tile_r04_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c02,176,480,310,614
ground_tiles/tile_r04_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c03,328,480,462,614
ground_tiles/tile_r04_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c04,480,480,614,614
ground_tiles/tile_r04_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c05,632,480,766,614
ground_tiles/tile_r04_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c06,785,480,918,614
ground_tiles/tile_r04_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c07,937,480,1071,614
ground_tiles/tile_r04_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c08,1090,480,1223,614
ground_tiles/tile_r04_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r04_c09,1243,480,1377,614
ground_tiles/tile_r05_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c01,23,633,157,767
ground_tiles/tile_r05_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c02,176,633,310,767
ground_tiles/tile_r05_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c03,328,633,462,767
ground_tiles/tile_r05_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c04,480,633,614,767
ground_tiles/tile_r05_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c05,632,633,766,767
ground_tiles/tile_r05_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c06,785,633,918,767
ground_tiles/tile_r05_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c07,937,633,1071,766
ground_tiles/tile_r05_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c08,1090,633,1223,767
ground_tiles/tile_r05_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r05_c09,1243,633,1377,767
ground_tiles/tile_r06_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c01,23,785,157,917
ground_tiles/tile_r06_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c02,176,785,310,918
ground_tiles/tile_r06_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c03,328,785,462,918
ground_tiles/tile_r06_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c04,480,785,614,917
ground_tiles/tile_r06_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c05,632,785,766,918
ground_tiles/tile_r06_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c06,785,785,918,917
ground_tiles/tile_r06_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c07,937,785,1071,918
ground_tiles/tile_r06_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c08,1090,785,1223,918
ground_tiles/tile_r06_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r06_c09,1243,785,1377,918
ground_tiles/tile_r07_c01.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c01,23,936,157,1069
ground_tiles/tile_r07_c02.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c02,176,936,310,1069
ground_tiles/tile_r07_c03.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c03,328,936,462,1069
ground_tiles/tile_r07_c04.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c04,480,936,614,1069
ground_tiles/tile_r07_c05.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c05,632,936,766,1069
ground_tiles/tile_r07_c06.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c06,785,936,918,1069
ground_tiles/tile_r07_c07.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c07,937,936,1071,1069
ground_tiles/tile_r07_c08.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c08,1090,936,1224,1069
ground_tiles/tile_r07_c09.png,"ChatGPT Image May 27, 2026, 09_43_36 PM.png",ground_tiles,tile_r07_c09,1243,936,1377,1069
structures/generator/generator_2x2.png,"ChatGPT Image May 27, 2026, 09_59_10 PM(1).png",structures/generator,generator_2x2,282,282,970,902
